year,month,day,val
1971,8,9,15.341508
1971,8,10,15.7059
1971,8,11,6.973236
1971,8,12,4.9707972
1971,8,13,3.789828
1971,8,14,6.5158344
1971,8,15,3.256578
1971,8,16,3.4461828
1971,8,17,2.0580804
1971,8,18,0.15933672
1971,8,19,3.8016
1971,8,20,14.059656
1971,8,21,21.343824
1971,8,22,17.100288
1971,8,23,5.4978048
1971,8,24,7.4992392
1971,8,25,4.3077852
1971,8,26,1.1815416
1971,8,27,2.8472796
1971,8,28,3.5448192
1971,8,29,7.9453116
1971,8,30,11.818764
1971,8,31,6.4489716
1971,9,1,4.446738
1971,9,2,19.130904
1971,9,3,8.3618784
1971,9,4,17.244036
1971,9,5,3.888918
1971,9,6,5.3947944
1971,9,7,5.2382808
1971,9,8,11.196252
1971,9,9,4.9237632
1971,9,10,5.3784108
1971,9,11,10.1770884
1971,9,12,8.1989172
1971,9,13,5.3587008
1971,9,14,19.240524
1971,9,15,19.999008
1971,9,16,21.973356
1971,9,17,25.88166
1971,9,18,18.941796
1971,9,19,11.61486
1971,9,20,8.1607284
1971,9,21,7.4253456
1971,9,22,30.120876
1971,9,23,32.481648
1971,9,24,75.928536
1971,9,25,27.27864
1971,9,26,12.439656
1971,9,27,9.42354
1971,9,28,8.4692736
1971,9,29,11.783124
1971,9,30,44.530992
1971,10,1,33.156756
1971,10,2,15.69294
1971,10,3,21.131388
1971,10,4,25.001568
1971,10,5,22.840164
1971,10,6,17.169408
1971,10,7,25.42914
1971,10,8,22.800636
1971,10,9,10.990296
1971,10,10,11.793168
1971,10,11,5.1214248
1971,10,12,4.68072
1971,10,13,10.6673328
1971,10,14,11.520144
1971,10,15,24.382944
1971,10,16,12.092868
1971,10,17,14.911884
1971,10,18,18.407412
1971,10,19,19.04796
1971,10,20,18.942876
1971,10,21,27.857628
1971,10,22,16.332192
1971,10,23,11.730528
1971,10,24,16.97598
1971,10,25,8.6537052
1971,10,26,5.8658904
1971,10,27,13.423644
1971,10,28,18.90054
1971,10,29,10.7325432
1971,10,30,13.35474
1971,10,31,20.215872
1971,11,1,14.997744
1971,11,2,19.481256
1971,11,3,15.078204
1971,11,4,10.989648
1971,11,5,15.301008
1971,11,6,24.739884
1971,11,7,4.2511932
1971,11,8,2.546316
1971,11,9,4.2279948
1971,11,10,7.9422012
1971,11,11,32.533704
1971,11,12,18.22284
1971,11,13,2.1207312
1971,11,14,19.564956
1971,11,15,1.6093404
1971,11,16,47.583396
1971,11,17,9.4369644
1971,11,18,1.4115168
1971,11,19,5.6947968
1971,11,20,5.9991948
1971,11,21,3.5813232
1971,11,22,56.736504
1971,11,23,7.4855556
1971,11,24,7.2854748
1971,11,25,8.4188808
1971,11,26,4.9472532
1971,11,27,12.767868
1971,11,28,3.6456912
1971,11,29,13.014972
1971,11,30,15.345936
1971,12,1,3.8443248
1971,12,2,0.37913724
1971,12,3,0.6121224
1971,12,4,0.18852696
1971,12,5,15.394968
1971,12,6,2.6411724
1971,12,7,1.02376872
1971,12,8,5.0909256
1971,12,9,3.145662
1971,12,10,6.981012
1971,12,11,14.160744
1971,12,12,6.9261048
1971,12,13,49.166568
1971,12,14,67.253652
1971,12,15,10.7432892
1971,12,16,4.316814
1971,12,17,0.56782404
1971,12,18,3.8566584
1971,12,19,4.1661432
1971,12,20,13.161528
1971,12,21,10.0035324
1971,12,22,13.301388
1971,12,23,11.558484
1971,12,24,5.9458752
1971,12,25,1.78497
1971,12,26,6.4360332
1971,12,27,7.5829176
1971,12,28,4.4692128
1971,12,29,1.2209616
1971,12,30,10.0463436
1971,12,31,14.235264
1972,1,1,5.102784
1972,1,2,1.5779556
1972,1,3,0.93747348
1972,1,4,2.5437024
1972,1,5,1.6719588
1972,1,6,1.5767244
1972,1,7,2.6363664
1972,1,8,2.267946
1972,1,9,2.383614
1972,1,10,2.4437484
1972,1,11,2.115774
1972,1,12,5.8664088
1972,1,13,10.667646
1972,1,14,4.8888684
1972,1,15,5.6862972
1972,1,16,2.8555632
1972,1,17,1.0638378
1972,1,18,0.62758692
1972,1,19,0.60920964
1972,1,20,1.7241012
1972,1,21,1.6584156
1972,1,22,4.9255128
1972,1,23,3.697866
1972,1,24,1.0513962
1972,1,25,0.77886468
1972,1,26,0.88144956
1972,1,27,1.5469164
1972,1,28,2.4610824
1972,1,29,1.3469652
1972,1,30,1.6296336
1972,1,31,2.3935284
1972,2,1,0.55099332
1972,2,2,0.44761788
1972,2,3,0.69268824
1972,2,4,3.3179868
1972,2,5,0.83958228
1972,2,6,0.74428848
1972,2,7,0.28201176
1972,2,8,0.035190396
1972,2,9,0.2865402
1972,2,10,0.23240196
1972,2,11,1.9367748
1972,2,12,1.1626632
1972,2,13,0.82896264
1972,2,14,0.84084804
1972,2,15,0.6252984
1972,2,16,0.55284012
1972,2,17,0.4849416
1972,2,18,1.5369696
1972,2,19,1.5503184
1972,2,20,1.8212256
1972,2,21,0.72838548
1972,2,22,1.598346
1972,2,23,0.50550804
1972,2,24,0.043586208
1972,2,25,1.0769328
1972,2,26,0.76348008
1972,2,27,1.4825268
1972,2,28,2.5274916
1972,3,1,1.2936996
1972,3,2,2.48886
1972,3,3,3.4746624
1972,3,4,2.9058156
1972,3,5,2.3117184
1972,3,6,1.62432
1972,3,7,0.79033428
1972,3,8,0.6763716
1972,3,9,1.3496112
1972,3,10,0.31678236
1972,3,11,0.22120884
1972,3,12,0.57189996
1972,3,13,0.18347904
1972,3,14,0.20249784
1972,3,15,0.25427196
1972,3,16,0.35607924
1972,3,17,0.024995196
1972,3,18,0.0048970548
1972,3,19,0.0091115712
1972,3,20,1.3062384
1972,3,21,1.7649468
1972,3,22,0.20311884
1972,3,23,0.31193532
1972,3,24,0.37286136
1972,3,25,0.06477732
1972,3,26,0.137673
1972,3,27,0.22554504
1972,3,28,0.44579592
1972,3,29,1.9138356
1972,3,30,0.57073248
1972,3,31,0.40939452
1972,4,1,0.2083158
1972,4,2,0.31225284
1972,4,3,0.52724736
1972,4,4,0.80690796
1972,4,5,0.54231336
1972,4,6,0.24794748
1972,4,7,0.41407524
1972,4,8,0.046768104
1972,4,9,0.38472192
1972,4,10,0.83215188
1972,4,11,0.60188616
1972,4,12,6.3698184
1972,4,13,4.4646012
1972,4,14,5.6790396
1972,4,15,1.5335892
1972,4,16,1.9122588
1972,4,17,0.72643608
1972,4,18,0.099062568
1972,4,19,0.004943268
1972,4,20,0.0027577584
1972,4,21,0.20098152
1972,4,22,0.105706728
1972,4,23,0.37001772
1972,4,24,0.82690956
1972,4,25,0.95848704
1972,4,26,0.42438168
1972,4,27,1.5284592
1972,4,28,14.430636
1972,4,29,5.0488596
1972,4,30,0.5239134
1972,5,1,0.2592324
1972,5,2,0.9063954
1972,5,3,1.3314888
1972,5,4,0.32817204
1972,5,5,1.7927676
1972,5,6,3.6668484
1972,5,7,2.613384
