year,month,day,val
1972,6,18,26.7824
1972,6,19,27.2989
1972,6,20,26.7103
1972,6,21,26.7074
1972,6,22,27.9382
1972,6,23,26.0657
1972,6,24,25.2518
1972,6,25,27.2415
1972,6,26,26.1056
1972,6,27,26.6296
1972,6,28,25.7672
1972,6,29,26.4364
1972,6,30,26.4327
1972,7,1,26.1342
1972,7,2,25.5868
1972,7,3,25.4246
1972,7,4,25.6301
1972,7,5,26.1473
1972,7,6,27.5725
1972,7,7,27.6377
1972,7,8,27.3583
1972,7,9,26.129
1972,7,10,26.989
1972,7,11,27.3154
1972,7,12,27.5346
1972,7,13,27.6963
1972,7,14,28.0908
1972,7,15,27.1899
1972,7,16,27.08
1972,7,17,28.1265
1972,7,18,26.9569
1972,7,19,27.6034
1972,7,20,27.4114
1972,7,21,27.9745
1972,7,22,27.8704
1972,7,23,28.1205
1972,7,24,28.1113
1972,7,25,28.0652
1972,7,26,27.9972
1972,7,27,28.5521
1972,7,28,28.2868
1972,7,29,27.6373
1972,7,30,27.8245
1972,7,31,27.9041
1972,8,1,28.0739
1972,8,2,27.9379
1972,8,3,27.2081
1972,8,4,27.6659
1972,8,5,27.2902
1972,8,6,27.6361
1972,8,7,27.2847
1972,8,8,26.8475
1972,8,9,26.5695
1972,8,10,24.8525
1972,8,11,26.2139
1972,8,12,27.0291
1972,8,13,26.9468
1972,8,14,27.7675
1972,8,15,25.9201
1972,8,16,27.0126
1972,8,17,27.242
1972,8,18,27.2218
1972,8,19,24.8694
1972,8,20,25.4315
1972,8,21,26.4543
1972,8,22,26.6708
1972,8,23,27.0901
1972,8,24,27.2985
1972,8,25,27.4454
1972,8,26,26.3843
1972,8,27,26.4077
1972,8,28,26.4994
1972,8,29,26.0042
1972,8,30,25.1058
1972,8,31,27.1221
1972,9,1,26.8366
1972,9,2,25.3911
1972,9,3,25.7046
1972,9,4,25.4405
1972,9,5,26.2197
1972,9,6,26.7887
1972,9,7,26.5763
1972,9,8,27.124
1972,9,9,26.2829
1972,9,10,27.5211
1972,9,11,26.2084
1972,9,12,26.4265
1972,9,13,26.5377
1972,9,14,27.525
1972,9,15,27.3908
1972,9,16,26.2224
1972,9,17,25.2471
1972,9,18,26.3059
1972,9,19,26.6019
1972,9,20,26.8084
1972,9,21,26.9623
1972,9,22,27.4498
1972,9,23,27.3117
1972,9,24,27.0409
1972,9,25,27.3577
1972,9,26,26.9964
1972,9,27,26.8544
1972,9,28,26.7174
1972,9,29,27.1225
1972,9,30,26.9872
1972,10,1,26.7076
1972,10,2,26.4046
1972,10,3,26.04
1972,10,4,26.6711
1972,10,5,26.6785
1972,10,6,26.7654
1972,10,7,26.4274
1972,10,8,26.923
1972,10,9,26.6407
1972,10,10,27.3163
1972,10,11,27.1567
1972,10,12,27.0905
1972,10,13,25.8011
1972,10,14,26.9966
1972,10,15,26.7118
1972,10,16,27.2812
1972,10,17,26.8322
1972,10,18,27.4505
1972,10,19,27.1275
1972,10,20,27.3036
1972,10,21,26.9545
1972,10,22,27.4348
1972,10,23,27.8784
1972,10,24,27.2881
1972,10,25,27.5378
1972,10,26,27.1708
1972,10,27,27.3592
1972,10,28,27.1617
1972,10,29,26.9564
1972,10,30,27.4335
1972,10,31,27.3679
1972,11,1,26.877
1972,11,2,27.2195
1972,11,3,27.2989
1972,11,4,27.116
1972,11,5,27.4751
1972,11,6,27.6577
1972,11,7,27.3342
1972,11,8,27.4205
1972,11,9,28.4697
1972,11,10,28.4897
1972,11,11,27.7955
1972,11,12,27.5999
1972,11,13,27.416
1972,11,14,27.0236
1972,11,15,27.1904
1972,11,16,27.2055
1972,11,17,27.0325
1972,11,18,27.6236
1972,11,19,27.9509
1972,11,20,27.1409
1972,11,21,27.5962
1972,11,22,27.1929
1972,11,23,27.0198
1972,11,24,27.1391
1972,11,25,26.6985
1972,11,26,27.6698
1972,11,27,27.0637
1972,11,28,27.1868
1972,11,29,25.5187
1972,11,30,26.2076
1972,12,1,26.9261
1972,12,2,27.7128
1972,12,3,26.2523
1972,12,4,26.5293
1972,12,5,26.1413
1972,12,6,26.5369
1972,12,7,27.0469
1972,12,8,26.4001
1972,12,9,27.3559
1972,12,10,26.5431
1972,12,11,26.6469
1972,12,12,26.4934
1972,12,13,27.0068
1972,12,14,27.3779
1972,12,15,27.2744
1972,12,16,27.2702
1972,12,17,27.2988
1972,12,18,27.0064
1972,12,19,26.4707
1972,12,20,26.5652
1972,12,21,27.0717
1972,12,22,27.0168
1972,12,23,27.3699
1972,12,24,27.4647
1972,12,25,28.0146
1972,12,26,27.1668
1972,12,27,26.574
1972,12,28,27.4029
1972,12,29,26.8147
1972,12,30,27.4936
1972,12,31,27.6458
1973,1,1,27.9933
1973,1,2,27.0715
1973,1,3,26.9307
1973,1,4,28.4976
1973,1,5,28.5844
1973,1,6,26.8934
1973,1,7,26.4583
1973,1,8,26.7135
1973,1,9,27.9255
1973,1,10,26.9948
1973,1,11,26.2362
1973,1,12,26.9395
1973,1,13,26.6201
1973,1,14,26.2168
1973,1,15,26.6417
1973,1,16,27.2962
1973,1,17,27.1946
1973,1,18,27.2748
1973,1,19,26.3918
1973,1,20,26.6894
1973,1,21,26.7869
1973,1,22,26.6677
1973,1,23,26.9222
1973,1,24,26.6088
1973,1,25,25.9074
